og_image,updated_image,description_1,description_2,description_3,gold_standard,img_choice,ans_1,ans_2,ans_3,ans_gold_standard,worker_id,set,group
https://i.postimg.cc/kGqP9Wpk/Avatar-Maker.png,https://i.postimg.cc/85hgqZtR/Avatar-Maker-4.png,Left avatar must groom her eyebrows to make them more thin and additionally adjust her eyebrow position from an angry position to a concerned position,"in the first one her eyes make she look angry, in the second her eyes and eyebrown make she look sad and disappointed",make the eye brows thin and draw eyelashes,Made the eyebrows thinner and pointing downward into a sad expression. Added more eyelashes to the eyes and made the eyeliners thicker. Also made the eyes less squinty.,https://i.postimg.cc/85hgqZtR/Avatar-Maker-4.png,TRUE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,2,4
https://i.postimg.cc/kGqP9Wpk/Avatar-Maker.png,https://i.postimg.cc/J75Wxdym/Avatar-Maker-5.png,Swap the position of the mouth of the left avatar with that of the right avatar,close the mouth and draw eye lashes,Close the mouth to stop showing teeth and make the eyelashes darker,Added more eyelashes to the eyes and made the eyeliners thicker. Also made the eyes less squinty. Closed the mouth and changed it to a slight smile.,https://i.postimg.cc/J75Wxdym/Avatar-Maker-5.png,FALSE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,2,5
https://i.postimg.cc/kGqP9Wpk/Avatar-Maker.png,https://i.postimg.cc/WbpcH6rZ/Avatar-Maker-6.png,thin the eyebrows and draw eyelashes,"in the first one she look mad, but in the second one her eyes and eyebrown make her look sad and disappointed",Left avatar must widen eyes slightly and change eyebrow position from angry to worried,Made the eyebrows thinner and pointing downward into a sad expression. Closed the mouth and changed it to a slight smile.,https://i.postimg.cc/WbpcH6rZ/Avatar-Maker-6.png,TRUE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,2,6
https://i.postimg.cc/kGqP9Wpk/Avatar-Maker.png,https://i.postimg.cc/j2c0jLVC/Avatar-Maker-7.png,Widen the eyes and make the eyebrows appear higher up and close the mouth but smile,"in the first one her eyebrown, eyes and mouth make her look angry, but in the second one she looks compassionate","She was angry, but soon afterwards she was sentimental.",Made the eyebrows thinner and pointing downward into a sad expression. Added more eyelashes to the eyes and made the eyeliners thicker. Also made the eyes less squinty. Closed the mouth and changed it to a slight smile.,https://i.postimg.cc/j2c0jLVC/Avatar-Maker-7.png,TRUE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,2,7
https://i.postimg.cc/PqJbxqcJ/Avatar-Maker.png,https://i.postimg.cc/xTG3phMf/Avatar-Maker-1.png,make the eyebrows looking upward,"in the first one he look tired, in the second one his eyebrowns make he look compassionate",eyebrow,Made the eyebrows thinner and pointing downward into a sad frown.,https://i.postimg.cc/xTG3phMf/Avatar-Maker-1.png,FALSE,FALSE,FALSE,TRUE,A2Z8FF9SK6SR6A,3,1
https://i.postimg.cc/PqJbxqcJ/Avatar-Maker.png,https://i.postimg.cc/L8HBcD3z/Avatar-Maker-2.png,open both eyes wider.,Left avatar must open eyes more widely,"in the first one he look tired, in the second his eyes make he look surprised",Made the eyes more open and feminine looking with more eyelashes.,https://i.postimg.cc/L8HBcD3z/Avatar-Maker-2.png,TRUE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,3,2
https://i.postimg.cc/PqJbxqcJ/Avatar-Maker.png,https://i.postimg.cc/Fz50DVKk/Avatar-Maker-3.png,Change the avatars mouth from a smile to a frown.,"the first avatar look happier because he is smiling a little bit, and the second one have more of a sad face",Straighten the smile,Changed the mouth to pointing downward.,https://i.postimg.cc/Fz50DVKk/Avatar-Maker-3.png,TRUE,FALSE,FALSE,TRUE,A2Z8FF9SK6SR6A,3,3
https://i.postimg.cc/PqJbxqcJ/Avatar-Maker.png,https://i.postimg.cc/GmqJdDX6/Avatar-Maker-4.png,"in the first one he look tired, and in the second one his eyes and eyebrow make he look compassionate",Enlarge the eyes a lot and flip the eyebrows upside down,Left avatar must open eyes more widely and also adjust eyebrow position to a worried look,Made the eyebrows thinner and pointing downward into a sad frown. Made the eyes more open and feminine looking with more eyelashes.,https://i.postimg.cc/GmqJdDX6/Avatar-Maker-4.png,FALSE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,3,4
https://i.postimg.cc/PqJbxqcJ/Avatar-Maker.png,https://i.postimg.cc/BvzT109g/Avatar-Maker-5.png,Make the eyes much larger,"in the first one he look tired because of his eyes, in the second his mouth and eyes make he look sad",make the eyes wide open and round,Made the eyes more open and feminine looking with more eyelashes. Changed the mouth to pointing downward.,https://i.postimg.cc/BvzT109g/Avatar-Maker-5.png,TRUE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,3,5
https://i.postimg.cc/PqJbxqcJ/Avatar-Maker.png,https://i.postimg.cc/G2skF5b1/Avatar-Maker-6.png,draw the eyebrows looking upward,"Left avatar must adjust eyebrow position to a more worried and desperate look, one of despair",Flip the eyebrows to make them look closer to the shape of the letter U,Made the eyebrows thinner and pointing downward into a sad frown. Changed the mouth to pointing downward.,https://i.postimg.cc/G2skF5b1/Avatar-Maker-6.png,FALSE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,3,6
https://i.postimg.cc/PqJbxqcJ/Avatar-Maker.png,https://i.postimg.cc/rs1xbRdn/Avatar-Maker-7.png,"in the first one his eyes make he look tired, but in the second one his eyes and mouth make he look sad","Widen the eyes as if he were making a pleading face, flip the eyebrows upside down",The eyes are doubled in size and the eyebrows and mouth are flipped upside down.,Made the eyebrows thinner and pointing downward into a sad frown. Made the eyes more open and feminine looking with more eyelashes. Changed the mouth to pointing downward.,https://i.postimg.cc/rs1xbRdn/Avatar-Maker-7.png,TRUE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,3,7
https://i.postimg.cc/SspKPTW4/Avatar-Maker.png,https://i.postimg.cc/tRNsKjSM/Avatar-Maker-1.png,Eyebrows are more curved,eyebrows little bit higher,Lift up the ends of the eyebrows,Lowered the eyebrows and drew them slightly together into an angry expression.,https://i.postimg.cc/tRNsKjSM/Avatar-Maker-1.png,TRUE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,4,1
https://i.postimg.cc/SspKPTW4/Avatar-Maker.png,https://i.postimg.cc/hPCfG0q8/Avatar-Maker-2.png,make the eyes shape and shrink the eyeballs,"in the first one he look bored, and in the second one he look disgusted",Make the eyes smaller,Lowered the eyelids and not squinting the eyes.,https://i.postimg.cc/hPCfG0q8/Avatar-Maker-2.png,TRUE,TRUE,TRUE,FALSE,A2Z8FF9SK6SR6A,4,2
https://i.postimg.cc/SspKPTW4/Avatar-Maker.png,https://i.postimg.cc/ncVXZPNc/Avatar-Maker-3.png,make a neutral expression with the mouth.,"in the first one his mouth make he look bored, in the second one he look normal",Slightly lift up the mouth on one side (left side from the perspective of the viewer),Shifted the mouth into a neutral closed expression.,https://i.postimg.cc/ncVXZPNc/Avatar-Maker-3.png,TRUE,FALSE,FALSE,TRUE,A2Z8FF9SK6SR6A,4,3
https://i.postimg.cc/SspKPTW4/Avatar-Maker.png,https://i.postimg.cc/HkVj87pq/Avatar-Maker-4.png,in the first one he look bored and in the second on he look angry,This with a more serious expression.,"Lift the eyebrows to make the person look angrier, squint the eyes a little",Lowered the eyebrows and drew them slightly together into an angry expression. Lowered the eyelids and not squinting the eyes.,https://i.postimg.cc/HkVj87pq/Avatar-Maker-4.png,TRUE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,4,4
https://i.postimg.cc/SspKPTW4/Avatar-Maker.png,https://i.postimg.cc/DzGZBk45/Avatar-Maker-5.png,Left avatar must close eyelids slightly,BEARD,The eyes to be shaped and lips must straight,Lowered the eyelids and not squinting the eyes. Shifted the mouth into a neutral closed expression.,https://i.postimg.cc/DzGZBk45/Avatar-Maker-5.png,TRUE,FALSE,FALSE,TRUE,A2Z8FF9SK6SR6A,4,5
https://i.postimg.cc/SspKPTW4/Avatar-Maker.png,https://i.postimg.cc/d1m0c2By/Avatar-Maker-6.png,Straighten the mouth,The eyebrows are raised a bit on the outside and pointed inwards toward the nose on the inisde.,The eyebrow rose and the mouth normalized.,Lowered the eyebrows and drew them slightly together into an angry expression. Shifted the mouth into a neutral closed expression.,https://i.postimg.cc/d1m0c2By/Avatar-Maker-6.png,TRUE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,4,6
https://i.postimg.cc/SspKPTW4/Avatar-Maker.png,https://i.postimg.cc/rw3s1FsK/Avatar-Maker-7.png,"Straighten the mouth, make the eyes look angrier, lift up the ends of the eyebrows a bit",Left avatar must adjust his eyebrow position from a relaxed position to a slightly angry position. He must also close his eyes slightly. Finally he must adjust his mouth position from a slight grimace to a pursed disapproving look,He should change the mood a little more angry so that his eyes and eyebrows show up like the left,Lowered the eyebrows and drew them slightly together into an angry expression. Lowered the eyelids and not squinting the eyes. Shifted the mouth into a neutral closed expression.,https://i.postimg.cc/rw3s1FsK/Avatar-Maker-7.png,TRUE,TRUE,FALSE,FALSE,A2Z8FF9SK6SR6A,4,7
https://i.postimg.cc/mkmCBfwC/Avatar-Maker.png,https://i.postimg.cc/Kv9DyLqw/Avatar-Maker-1.png,"the shape of his eyebrown in the first picture make him look angry, and in the second one he look normal",Left avatar must adjust his eyebrow position to a more relaxed and natural and less intense position,Curve the eyebrows,Made the eyebrows more round and curved in a neutral position.,https://i.postimg.cc/Kv9DyLqw/Avatar-Maker-1.png,TRUE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,5,1
https://i.postimg.cc/mkmCBfwC/Avatar-Maker.png,https://i.postimg.cc/vZcL8BCB/Avatar-Maker-2.png,Make the eyes smaller and more slanted,Left avatar must lose the intensity of his stare and let his eyes relax and droop slightly,The eyes little bit shaped and small,Changed the eyes to be softer and more slanted and with no eyelashes.,https://i.postimg.cc/vZcL8BCB/Avatar-Maker-2.png,TRUE,TRUE,FALSE,TRUE,A2Z8FF9SK6SR6A,5,2
https://i.postimg.cc/mkmCBfwC/Avatar-Maker.png,https://i.postimg.cc/QdwgFDrq/Avatar-Maker-3.png,"in the first one he look angry, and in the second one his mouth make him look evil",The left avatar needs to smile.,make the mouth open and smily,Changed the mouth to be an open smile.,https://i.postimg.cc/QdwgFDrq/Avatar-Maker-3.png,TRUE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,5,3
https://i.postimg.cc/mkmCBfwC/Avatar-Maker.png,https://i.postimg.cc/mr9YMnLW/Avatar-Maker-4.png,The second avatar will have curved eyebrows.,The man is no longer angry; his face becomes calm.,shorten the eyebrows and shape the eyes little bit round,Made the eyebrows more round and curved in a neutral position. Changed the eyes to be softer and more slanted and with no eyelashes.,https://i.postimg.cc/mr9YMnLW/Avatar-Maker-4.png,TRUE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,5,4
https://i.postimg.cc/mkmCBfwC/Avatar-Maker.png,https://i.postimg.cc/JnWbQQ0D/Avatar-Maker-5.png,The eyes and mouth are more smiling,"Make the eyes smaller, slant them, and open the mouth to reveal teeth while smiling","Left avatar must adjust his eye position to a more relaxed and drooped position, also he must smile widely and expose his teeth",Changed the eyes to be softer and more slanted and with no eyelashes. Changed the mouth to be an open smile.,https://i.postimg.cc/JnWbQQ0D/Avatar-Maker-5.png,TRUE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,5,5
https://i.postimg.cc/mkmCBfwC/Avatar-Maker.png,https://i.postimg.cc/4yfVDNzX/Avatar-Maker-6.png,Open the mouth to show teeth and make the eyebrows curved,"in the first one he look angry because of his eyebrowns, in the second one he looks happy because of his smile",Left avatar should change is either Sission or from a stern position to a relaxed position. He must also smile and expose his teeth,Made the eyebrows more round and curved in a neutral position. Changed the mouth to be an open smile.,https://i.postimg.cc/4yfVDNzX/Avatar-Maker-6.png,TRUE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,5,6
https://i.postimg.cc/mkmCBfwC/Avatar-Maker.png,https://i.postimg.cc/4dbp2hH8/Avatar-Maker-7.png,Left avatar must change his eyebrow position from a stern position to a relaxed position then he needs to close his eyes a bit and relax them into a more drooped position. Then he needs to smile and expose his teeth,"in the first one he look angry, and in the second he look happy because of his smile",make the mouth open and smily shape the eyebrows and eyes,Made the eyebrows more round and curved in a neutral position. Changed the eyes to be softer and more slanted and with no eyelashes. Changed the mouth to be an open smile.,https://i.postimg.cc/4dbp2hH8/Avatar-Maker-7.png,TRUE,TRUE,TRUE,TRUE,A2Z8FF9SK6SR6A,5,7
